#NTuple/Z0
#Units are ns, meters, GeV/c, Tesla, and V/m
#IEVT IPNUM IPTYP IPFLG JSRG T X Y Z Px Py Pz Bx By Bz Weight Ex Ey Ez SARC POLx POLy POLz
1 1 2 0 2 4.45786e-07 0.00540186 0.0220084 1.5 -0.0277872 0.0116005 0.204867 -0.0830308 -0.108724 -0.00465975 1.0000 0 0 0 0   0 0 0
2 1 2 0 2 4.4599e-07 -0.00365241 -0.0163573 1.5 0.00048092 0.0194918 0.191353 0.0560427 0.480128 0.00350089 1.0000 0 0 0 0   0 0 0
3 1 2 0 2 4.45955e-07 0.0185709 -0.0234358 1.5 -0.0214205 -0.0168734 0.199369 -0.286103 0.590738 0.00494592 1.0000 0 0 0 0   0 0 0
4 1 2 0 2 4.45832e-07 -0.00129713 -0.00830483 1.5 -0.00992097 0.0124538 0.183005 0.0198834 0.356056 0.00179476 1.0000 0 0 0 0   0 0 0
5 1 2 0 2 4.45566e-07 -0.0134959 0.0170328 1.5 -0.00672446 -0.0194052 0.232684 0.20739 -0.032557 -0.00364123 1.0000 0 0 0 0   0 0 0
6 1 2 0 2 4.46118e-07 -0.00487058 -0.00888327 1.5 -0.00898045 -0.0029789 0.22367 0.0746708 0.364962 0.00191893 1.0000 0 0 0 0   0 0 0
7 1 2 0 2 4.46086e-07 -0.0152832 -0.0044967 1.5 0.0153494 -0.00179079 0.189644 0.234477 0.297647 0.000974097 1.0000 0 0 0 0   0 0 0
8 1 2 0 2 4.4605e-07 0.005045 0.00498299 1.5 -0.0115013 -0.023491 0.201285 -0.0773284 0.152288 -0.00107924 1.0000 0 0 0 0   0 0 0
9 1 2 0 2 4.45673e-07 0.0124604 -0.0148529 1.5 -0.00208751 -0.0163714 0.21527 -0.191339 0.457126 0.00318617 1.0000 0 0 0 0   0 0 0
10 1 2 0 2 4.45939e-07 -0.0391489 -0.00708656 1.5 0.0215008 -0.009389 0.217686 0.605791 0.338374 0.00153288 1.0000 0 0 0 0   0 0 0
11 1 2 0 2 4.45906e-07 0.0109856 -0.0116446 1.5 -0.0353624 0.0125961 0.216305 -0.168544 0.407538 0.00250837 1.0000 0 0 0 0   0 0 0
12 1 2 0 2 4.45954e-07 -0.00492366 -0.0121098 1.5 0.0139164 -0.0224021 0.230437 0.0755085 0.41462 0.00260715 1.0000 0 0 0 0   0 0 0
13 1 2 0 2 4.45895e-07 -0.0240358 -0.0027072 1.5 -0.0416754 0.0120105 0.246944 0.369619 0.270263 0.000586829 1.0000 0 0 0 0   0 0 0
14 1 2 0 2 4.45898e-07 -0.0161343 -0.00200709 1.5 0.004219 -0.012934 0.205765 0.247547 0.259421 0.00043513 1.0000 0 0 0 0   0 0 0
15 1 2 0 2 4.4592e-07 -0.0238747 -0.0120469 1.5 0.0157217 0.0133237 0.206605 0.367437 0.414306 0.00259378 1.0000 0 0 0 0   0 0 0
16 1 2 0 2 4.45689e-07 0.00932873 -0.0113625 1.5 0.00189015 0.0199906 0.199187 -0.143093 0.403159 0.00244849 1.0000 0 0 0 0   0 0 0
17 1 2 0 2 4.46086e-07 0.00314383 0.0143243 1.5 0.00781742 -0.0249396 0.213121 -0.0482227 0.00930129 -0.00307507 1.0000 0 0 0 0   0 0 0
18 1 2 0 2 4.45898e-07 -0.0335008 0.0140255 1.5 -0.00128698 -0.0106025 0.192829 0.517461 0.012362 -0.00301226 1.0000 0 0 0 0   0 0 0
19 1 2 0 2 4.45947e-07 -0.0159726 -0.00745381 1.5 0.0290981 -0.00543493 0.181141 0.245142 0.343125 0.00161196 1.0000 0 0 0 0   0 0 0
20 1 2 0 2 4.46047e-07 0.0165576 -0.0210013 1.5 -0.00382965 -0.00278215 0.202357 -0.254825 0.552693 0.00445616 1.0000 0 0 0 0   0 0 0
21 1 2 0 2 4.46064e-07 0.00734931 -0.0241535 1.5 -0.00656706 0.0111549 0.211287 -0.113057 0.601314 0.00508883 1.0000 0 0 0 0   0 0 0
22 1 2 0 2 4.4607e-07 0.0058622 -9.15141e-05 1.5 -0.000628165 -0.0139767 0.200824 -0.0898467 0.23002 1.98441e-05 1.0000 0 0 0 0   0 0 0
23 1 2 0 2 4.46031e-07 0.00226209 0.00256256 1.5 0.0232452 -0.0165652 0.189275 -0.0346657 0.18936 -0.000555509 1.0000 0 0 0 0   0 0 0
24 1 2 0 2 4.45734e-07 0.00722184 -0.00954459 1.5 -0.00704848 -0.0206318 0.22152 -0.110742 0.375156 0.00206046 1.0000 0 0 0 0   0 0 0
25 1 2 0 2 4.45799e-07 0.00373364 -0.0301851 1.5 -0.00451445 0.0164758 0.200318 -0.0575302 0.695491 0.006255 1.0000 0 0 0 0   0 0 0
26 1 2 0 2 4.45718e-07 0.00378387 -0.00786973 1.5 -0.0053764 -0.0136458 0.200084 -0.0580025 0.349374 0.00170134 1.0000 0 0 0 0   0 0 0
27 1 2 0 2 4.45589e-07 -0.00572163 -0.00134873 1.5 0.0057912 -0.0107962 0.210257 0.0876924 0.249293 0.00029244 1.0000 0 0 0 0   0 0 0
28 1 2 0 2 4.45795e-07 -0.00865568 -0.0402883 1.5 0.000138767 0.0397065 0.229119 0.134033 0.855585 0.00804472 1.0000 0 0 0 0   0 0 0
29 1 2 0 2 4.45652e-07 -0.00950198 -0.0226082 1.5 0.00742407 -0.00491445 0.228379 0.146137 0.57732 0.00478055 1.0000 0 0 0 0   0 0 0
30 1 2 0 2 4.45724e-07 -0.00508429 0.000454845 1.5 -0.00136827 0.00110162 0.197608 0.0779185 0.221648 -9.86246e-05 1.0000 0 0 0 0   0 0 0
31 1 2 0 2 4.45724e-07 -0.0375062 0.0233832 1.5 0.00310448 0.0161961 0.220856 0.581706 -0.132982 -0.00493542 1.0000 0 0 0 0   0 0 0
32 1 2 0 2 4.46244e-07 0.016149 0.0212518 1.5 0.0106624 0.0111696 0.234392 -0.248534 -0.097568 -0.00450704 1.0000 0 0 0 0   0 0 0
33 1 2 0 2 4.46349e-07 -0.0317384 -0.00226632 1.5 0.0105342 -0.0259921 0.200532 0.489263 0.263565 0.000491312 1.0000 0 0 0 0   0 0 0
34 1 2 0 2 4.45434e-07 0.00784663 -0.0199538 1.5 0.00656357 -0.0110951 0.207251 -0.120569 0.535998 0.004243 1.0000 0 0 0 0   0 0 0
35 1 2 0 2 4.46295e-07 -0.000755559 -0.0161509 1.5 0.0162214 0.00448822 0.206585 0.0115923 0.476926 0.00345775 1.0000 0 0 0 0   0 0 0
36 1 2 0 2 4.45982e-07 -0.00130543 0.00133179 1.5 -0.01671 -0.0100287 0.218349 0.0200051 0.208212 -0.000288768 1.0000 0 0 0 0   0 0 0
37 1 2 0 2 4.46049e-07 -0.0278454 -0.0285065 1.5 -0.00272189 -0.0057742 0.226984 0.430895 0.671317 0.00593665 1.0000 0 0 0 0   0 0 0
38 1 2 0 2 4.46049e-07 -0.000861051 -0.00581746 1.5 -0.012569 -0.0103001 0.218042 0.0131969 0.317846 0.00125937 1.0000 0 0 0 0   0 0 0
39 1 2 0 2 4.46079e-07 0.0254927 -0.0180291 1.5 -0.046061 0.00937803 0.220793 -0.392911 0.50713 0.00384762 1.0000 0 0 0 0   0 0 0
40 1 2 0 2 4.46216e-07 0.0306216 -0.00670122 1.5 -0.0271685 0.00994019 0.222542 -0.471978 0.331994 0.00144991 1.0000 0 0 0 0   0 0 0
41 1 2 0 2 4.46051e-07 -0.0214882 -0.0123478 1.5 -0.00030571 0.0165309 0.222712 0.33051 0.418838 0.00265767 1.0000 0 0 0 0   0 0 0
42 1 2 0 2 4.46223e-07 -0.0282222 -0.0195577 1.5 0.00154347 -0.0127292 0.214072 0.43549 0.531154 0.00416191 1.0000 0 0 0 0   0 0 0
43 1 2 0 2 4.46105e-07 -0.0214723 -0.000755478 1.5 0.0129736 0.0340084 0.205913 0.32994 0.240228 0.000163813 1.0000 0 0 0 0   0 0 0
44 1 2 0 2 4.45732e-07 -0.00155324 -0.030306 1.5 -0.00522756 0.00965533 0.182095 0.0239327 0.697357 0.00627784 1.0000 0 0 0 0   0 0 0
45 1 2 0 2 4.45658e-07 3.76203e-05 -0.0126838 1.5 -0.00787013 0.0137719 0.18261 -0.000576919 0.423443 0.00272894 1.0000 0 0 0 0   0 0 0
46 1 2 0 2 4.46031e-07 -0.00881971 -0.026124 1.5 -0.0225542 0.0125822 0.201368 0.135768 0.63209 0.00547649 1.0000 0 0 0 0   0 0 0
47 1 2 0 2 4.45579e-07 0.0104005 0.00846618 1.5 -0.00460457 -0.0137262 0.179334 -0.159504 0.0989192 -0.0018294 1.0000 0 0 0 0   0 0 0
